#Transcript	Protein	Gene	Gene Description	Structural Category	Coding	2 T1 MeanExpLevel	2 T2 MeanExpLevel	2 T3 MeanExpLevel
PB.17313.1	Protein_PB.17313.1	GEMIN2	GEMIN2	full-splice_match	YES	42.92	43.37	42.09
PB.17313.10		GEMIN2	GEMIN2	incomplete-splice_match	NO	36.45	34.67	39.95
PB.17313.3	Protein_PB.17313.3	GEMIN2	GEMIN2	novel_in_catalog	YES	33.73	26.81	35.12
PB.17313.5	Protein_PB.17313.5	GEMIN2	GEMIN2	novel_in_catalog	YES	48.93	26.2	30.7
PB.17313.8	Protein_PB.17313.8	GEMIN2	GEMIN2	novel_in_catalog	YES	28.03	28.13	21.18
PB.17314.1	Protein_PB.17314.1	PNN	PNN	full-splice_match	YES	232.71	178.98	283.69
PB.17314.10	Protein_PB.17314.10	MIA2	MIA2	incomplete-splice_match	YES	869.83	996.11	661.41
PB.17314.11	Protein_PB.17314.11	MIA2	MIA2	novel_in_catalog	YES	165.95	174.74	128.86
PB.17314.14	Protein_PB.17314.14	MIA2	MIA2	full-splice_match	YES	17.0	34.33	19.83
PB.17314.17	Protein_PB.17314.17	MIA2	MIA2	novel_not_in_catalog	YES	193.71	234.93	151.97
PB.17314.19	Protein_PB.17314.19	MIA2	MIA2	full-splice_match	YES	84.66	81.15	48.62
PB.17314.2	Protein_PB.17314.2	PNN_MIA2	PNN_MIA2	fusion	YES	249.6	235.41	203.75
PB.17314.20	Protein_PB.17314.20	MIA2	MIA2	full-splice_match	YES	49.55	73.8	49.66
PB.17314.21	Protein_PB.17314.21	MIA2	MIA2	novel_not_in_catalog	YES	280.66	314.07	266.6
PB.17314.24	Protein_PB.17314.24	MIA2	MIA2	novel_in_catalog	YES	63.41	72.22	78.88
PB.17314.27	Protein_PB.17314.27	MIA2	MIA2	full-splice_match	YES	77.6	71.47	44.41
PB.17314.29	Protein_PB.17314.29	MIA2	MIA2	incomplete-splice_match	YES	257.21	273.6	169.96
PB.17314.3	Protein_PB.17314.3	PNN	PNN	novel_in_catalog	YES	64.76	66.53	67.97
PB.17314.6	Protein_PB.17314.6	MIA2	MIA2	full-splice_match	YES	153.74	221.34	149.91
PB.17314.7	Protein_PB.17314.7	MIA2	MIA2	full-splice_match	YES	477.02	274.64	234.34
PB.17315.2	Protein_PB.17315.2	LOC113266160	LOC113266160	full-splice_match	YES	2.35	15.24	9.95
PB.17321.1	Protein_PB.17321.1	LRFN5	LRFN5	novel_not_in_catalog	YES	27.46	17.87	23.16
PB.17327.3	Protein_PB.17327.3	CUNH14orf28	CUNH14orf28	incomplete-splice_match	YES	26.97	31.04	28.15
PB.17328.1	Protein_PB.17328.1	TOGARAM1	TOGARAM1	full-splice_match	YES	43.94	53.21	27.77
PB.17328.2	Protein_PB.17328.2	TOGARAM1	TOGARAM1	full-splice_match	YES	116.17	125.5	82.95
PB.17328.3	Protein_PB.17328.3	TOGARAM1	TOGARAM1	full-splice_match	YES	50.33	62.42	71.9
PB.17328.6	Protein_PB.17328.6	TOGARAM1	TOGARAM1	incomplete-splice_match	YES	34.22	37.31	36.79
PB.17329.10	Protein_PB.17329.10	PRPF39	PRPF39	novel_in_catalog	YES	39.4	53.69	51.59
PB.17329.14	Protein_PB.17329.14	PRPF39	PRPF39	novel_not_in_catalog	YES	0.0	8.45	15.79
PB.17329.24	Protein_PB.17329.24	PRPF39	PRPF39	incomplete-splice_match	YES	30.12	56.28	55.11
PB.17329.25	Protein_PB.17329.25	PRPF39	PRPF39	novel_not_in_catalog	YES	4.97	15.72	5.63
PB.17329.27	Protein_PB.17329.27	PRPF39	PRPF39	novel_in_catalog	YES	5.88	29.73	18.95
PB.17329.28	Protein_PB.17329.28	PRPF39	PRPF39	novel_in_catalog	YES	132.92	119.75	133.2
PB.17329.33		PRPF39	PRPF39	novel_in_catalog	NO	9.9	16.87	15.89
PB.17329.7	Protein_PB.17329.7	PRPF39	PRPF39	novel_not_in_catalog	YES	31.32	38.24	46.07
PB.1733.1	Protein_PB.1733.1	GGCT	GGCT	full-splice_match	YES	116.83	118.07	83.16
PB.17340.1	Protein_PB.17340.1	LRR1	LRR1	full-splice_match	YES	124.95	93.44	157.05
PB.17340.3	Protein_PB.17340.3	LRR1	LRR1	full-splice_match	YES	40.43	22.12	42.0
PB.17340.4	Protein_PB.17340.4	LRR1	LRR1	incomplete-splice_match	YES	79.7	87.94	213.24
PB.17341.1	Protein_PB.17341.1	MGAT2	MGAT2	full-splice_match	YES	776.27	820.51	832.24
PB.17342.4	Protein_PB.17342.4	KLHDC1	KLHDC1	full-splice_match	YES	20.78	16.82	15.75
PB.17342.5	Protein_PB.17342.5	KLHDC1	KLHDC1	full-splice_match	YES	30.74	30.81	28.33
PB.17344.1	Protein_PB.17344.1	KLHDC2	KLHDC2	full-splice_match	YES	254.27	258.49	237.86
PB.17344.2	Protein_PB.17344.2	KLHDC2	KLHDC2	full-splice_match	YES	287.86	332.73	212.18
PB.17344.3	Protein_PB.17344.3	KLHDC2	KLHDC2	novel_in_catalog	YES	235.05	230.01	228.73
PB.17344.4	Protein_PB.17344.4	KLHDC2	KLHDC2	novel_in_catalog	YES	51.17	58.0	33.53
PB.17346.1	Protein_PB.17346.1	ARF6	ARF6	full-splice_match	YES	187.52	204.19	229.04
PB.17350.1	Protein_PB.17350.1	DMAC2L	DMAC2L	full-splice_match	YES	21.23	24.28	15.44
PB.17350.3	Protein_PB.17350.3	DMAC2L	DMAC2L	incomplete-splice_match	YES	44.97	55.64	54.63
PB.17350.4	Protein_PB.17350.4	DMAC2L	DMAC2L	incomplete-splice_match	YES	7.29	7.4	15.79
PB.17352.1		LOC113266211	LOC113266211	full-splice_match	NO	23.9	31.68	30.26
PB.17355.1		LOC113266220	LOC113266220	full-splice_match	NO	43.53	41.27	45.46
PB.17358.1	Protein_PB.17358.1	TMX1	TMX1	novel_not_in_catalog	YES	36.23	42.85	27.38
PB.17358.2	Protein_PB.17358.2	TMX1	TMX1	novel_not_in_catalog	YES	31.5	45.98	22.08
PB.17358.3	Protein_PB.17358.3	TMX1	TMX1	novel_in_catalog	YES	34.37	40.08	45.26
PB.17358.5	Protein_PB.17358.5	TMX1	TMX1	incomplete-splice_match	YES	95.11	89.64	76.59
PB.17358.6	Protein_PB.17358.6	TMX1	TMX1	full-splice_match	YES	89.48	93.82	78.47
PB.17358.7	Protein_PB.17358.7	TMX1	TMX1	novel_in_catalog	YES	46.03	56.29	59.11
PB.17360.4		LOC113266224	LOC113266224	full-splice_match	NO	35.56	37.64	26.19
PB.17366.1	Protein_PB.17366.1	PRKD1	PRKD1	full-splice_match	YES	24.21	26.74	18.23
PB.17368.1	Protein_PB.17368.1	STRN3	STRN3	full-splice_match	YES	122.86	187.13	200.56
PB.17368.2	Protein_PB.17368.2	STRN3	STRN3	full-splice_match	YES	255.85	279.84	343.19
PB.17369.13	Protein_PB.17369.13	HECTD1	HECTD1	novel_in_catalog	YES	407.27	294.49	274.93
PB.17369.17	Protein_PB.17369.17	HECTD1	HECTD1	novel_in_catalog	YES	21.31	0.07	93.09
PB.17369.18	Protein_PB.17369.18	HECTD1	HECTD1	incomplete-splice_match	YES	173.85	230.12	235.41
PB.17369.2	Protein_PB.17369.2	HECTD1	HECTD1	full-splice_match	YES	305.87	415.73	587.19
PB.17369.6	Protein_PB.17369.6	HECTD1	HECTD1	novel_not_in_catalog	YES	1135.05	1581.45	1927.13
PB.17369.7	Protein_PB.17369.7	HECTD1	HECTD1	novel_not_in_catalog	YES	362.95	549.52	322.93
PB.17369.8	Protein_PB.17369.8	HECTD1	HECTD1	novel_in_catalog	YES	882.18	971.54	1124.57
PB.17372.1	Protein_PB.17372.1	HEATR5A	HEATR5A	novel_not_in_catalog	YES	44.99	45.86	111.75
PB.17372.10	Protein_PB.17372.10	HEATR5A	HEATR5A	full-splice_match	YES	38.73	20.62	32.97
PB.17372.12	Protein_PB.17372.12	HEATR5A	HEATR5A	full-splice_match	YES	283.17	232.11	203.98
PB.17372.13	Protein_PB.17372.13	HEATR5A	HEATR5A	full-splice_match	YES	60.83	138.86	127.88
PB.17372.2	Protein_PB.17372.2	HEATR5A	HEATR5A	novel_not_in_catalog	YES	69.68	103.22	86.68
PB.17372.4	Protein_PB.17372.4	HEATR5A	HEATR5A	novel_not_in_catalog	YES	65.46	83.97	107.2
PB.17372.5	Protein_PB.17372.5	HEATR5A	HEATR5A	full-splice_match	YES	166.34	128.89	79.37
PB.17372.6	Protein_PB.17372.6	HEATR5A	HEATR5A	full-splice_match	YES	53.85	71.14	68.44
PB.17372.7	Protein_PB.17372.7	HEATR5A	HEATR5A	full-splice_match	YES	99.95	183.1	183.73
PB.17372.8	Protein_PB.17372.8	HEATR5A	HEATR5A	full-splice_match	YES	29.08	28.22	83.46
PB.17372.9	Protein_PB.17372.9	HEATR5A	HEATR5A	full-splice_match	YES	44.74	67.93	52.72
PB.17373.1	Protein_PB.17373.1	DTD2	DTD2	full-splice_match	YES	43.79	50.37	71.21
PB.17373.2		DTD2	DTD2	novel_in_catalog	NO	46.96	42.62	47.67
PB.17377.1	Protein_PB.17377.1	EGLN3	EGLN3	full-splice_match	YES	107.96	145.18	113.31
PB.17377.2	Protein_PB.17377.2	LOC113266115_EGLN3	LOC113266115_EGLN3	fusion	YES	38.37	50.16	43.79
PB.17377.3	Protein_PB.17377.3	LOC113266115_EGLN3	LOC113266115_EGLN3	fusion	YES	14.72	18.87	6.34
PB.17377.4	Protein_PB.17377.4	LOC113266115_EGLN3	LOC113266115_EGLN3	fusion	YES	13.56	22.32	25.58
PB.17378.1	Protein_PB.17378.1	SPTSSA	SPTSSA	full-splice_match	YES	64.97	61.56	26.79
PB.17379.1	Protein_PB.17379.1	EAPP	EAPP	full-splice_match	YES	147.99	181.93	157.3
PB.17379.3	Protein_PB.17379.3	EAPP	EAPP	novel_in_catalog	YES	25.9	37.54	46.31
PB.17379.4	Protein_PB.17379.4	EAPP	EAPP	novel_in_catalog	YES	64.7	66.29	60.48
PB.1738.2	Protein_PB.1738.2	PDE1C	PDE1C	novel_in_catalog	YES	2.18	1.35	15.69
PB.1738.5	Protein_PB.1738.5	PDE1C	PDE1C	full-splice_match	YES	9.89	10.63	14.76
PB.1738.6	Protein_PB.1738.6	PDE1C	PDE1C	full-splice_match	YES	21.74	21.76	19.73
PB.17380.1	Protein_PB.17380.1	SNX6	SNX6	full-splice_match	YES	129.71	138.38	103.76
PB.17380.10	Protein_PB.17380.10	SNX6	SNX6	novel_not_in_catalog	YES	30.68	21.3	24.29
PB.17380.13	Protein_PB.17380.13	SNX6	SNX6	full-splice_match	YES	74.55	77.74	93.03
PB.17380.5	Protein_PB.17380.5	SNX6	SNX6	novel_in_catalog	YES	51.93	44.4	65.23
PB.17380.7	Protein_PB.17380.7	SNX6	SNX6	novel_not_in_catalog	YES	13.05	38.34	37.12
PB.17381.1	Protein_PB.17381.1	CFL2	CFL2	full-splice_match	YES	155.22	145.51	141.41
PB.17381.2		CFL2	CFL2	novel_not_in_catalog	NO	14.66	17.03	8.4
PB.17381.3		CFL2	CFL2	novel_not_in_catalog	NO	43.16	30.78	31.76
PB.17381.4	Protein_PB.17381.4	CFL2	CFL2	novel_not_in_catalog	YES	124.56	127.25	96.91
PB.17381.5	Protein_PB.17381.5	CFL2	CFL2	novel_not_in_catalog	YES	32.33	47.84	48.47
PB.17381.6	Protein_PB.17381.6	CFL2	CFL2	novel_in_catalog	YES	20.3	47.18	24.4
PB.17381.7	Protein_PB.17381.7	CFL2	CFL2	novel_in_catalog	YES	41.49	55.42	35.1
PB.17382.1	Protein_PB.17382.1	BAZ1A	BAZ1A	full-splice_match	YES	100.47	97.03	79.26
PB.17382.2	Protein_PB.17382.2	BAZ1A	BAZ1A	full-splice_match	YES	17.3	33.06	4.89
PB.17382.4	Protein_PB.17382.4	BAZ1A	BAZ1A	full-splice_match	YES	8.82	24.04	24.24
PB.17382.5	Protein_PB.17382.5	BAZ1A	BAZ1A	novel_not_in_catalog	YES	8.94	19.69	7.54
PB.17382.6	Protein_PB.17382.6	BAZ1A	BAZ1A	full-splice_match	YES	157.0	191.97	128.5
PB.17383.1	Protein_PB.17383.1	LOC113266127	LOC113266127	novel_in_catalog	YES	24.85	25.32	23.87
PB.17383.2	Protein_PB.17383.2	LOC113266127	LOC113266127	full-splice_match	YES	23.89	15.13	5.95
PB.17383.3	Protein_PB.17383.3	LOC113266127	LOC113266127	full-splice_match	YES	9.16	17.4	13.27
PB.17383.4	Protein_PB.17383.4	LOC113266127	LOC113266127	full-splice_match	YES	15.49	9.55	5.54
PB.17384.11	Protein_PB.17384.11	PPP2R3C	PPP2R3C	novel_in_catalog	YES	37.12	17.11	28.22
PB.17384.3	Protein_PB.17384.3	PPP2R3C	PPP2R3C	full-splice_match	YES	5.63	21.93	4.76
PB.17384.4	Protein_PB.17384.4	PPP2R3C	PPP2R3C	full-splice_match	YES	33.73	19.63	22.1
PB.17384.7	Protein_PB.17384.7	PPP2R3C	PPP2R3C	novel_in_catalog	YES	11.56	32.22	23.6
PB.17384.9	Protein_PB.17384.9	PPP2R3C	PPP2R3C	novel_not_in_catalog	YES	24.5	34.36	28.12
PB.17386.1	Protein_PB.17386.1	NFKBIA	NFKBIA	full-splice_match	YES	486.62	469.87	659.59
PB.17387.10	Protein_PB.17387.10	RALGAPA1	RALGAPA1	full-splice_match	YES	85.57	107.68	146.42
PB.17387.11	Protein_PB.17387.11	RALGAPA1	RALGAPA1	full-splice_match	YES	3.55	66.96	30.0
PB.17387.5	Protein_PB.17387.5	RALGAPA1	RALGAPA1	full-splice_match	YES	42.9	51.43	86.43
PB.17387.6	Protein_PB.17387.6	RALGAPA1	RALGAPA1	full-splice_match	YES	16.85	9.45	22.31
PB.17387.8	Protein_PB.17387.8	RALGAPA1	RALGAPA1	novel_in_catalog	YES	56.93	64.26	42.34
PB.17390.10	Protein_PB.17390.10	MBIP	MBIP	novel_not_in_catalog	YES	25.2	29.04	29.88
PB.17390.12	Protein_PB.17390.12	MBIP	MBIP	full-splice_match	YES	4.37	18.04	2.6
PB.17390.4	Protein_PB.17390.4	MBIP	MBIP	full-splice_match	YES	18.69	17.69	33.0
PB.17390.6	Protein_PB.17390.6	MBIP	MBIP	novel_in_catalog	YES	50.77	65.34	76.76
PB.17390.9	Protein_PB.17390.9	MBIP	MBIP	novel_in_catalog	YES	52.86	64.12	70.89
PB.17394.1	Protein_PB.17394.1	SLC25A21	SLC25A21	full-splice_match	YES	54.81	60.1	47.33
PB.17394.2	Protein_PB.17394.2	SLC25A21	SLC25A21	incomplete-splice_match	YES	69.79	59.79	48.54
PB.17396.1	Protein_PB.17396.1	FOXA1	FOXA1	full-splice_match	YES	112.28	109.32	123.82
PB.17398.1	Protein_PB.17398.1	CLEC14A	CLEC14A	full-splice_match	YES	103.03	114.87	84.28
PB.17399.1		LOC113266149	LOC113266149	full-splice_match	NO	27.65	23.45	26.27
PB.1740.1		LSM5	LSM5	full-splice_match	NO	28.75	29.7	39.36
PB.17400.1		LOC113266150	LOC113266150	full-splice_match	NO	80.71	73.9	87.95
PB.17401.1	Protein_PB.17401.1	SEC23A	SEC23A	novel_not_in_catalog	YES	134.39	90.15	44.8
PB.17401.10	Protein_PB.17401.10	SEC23A	SEC23A	novel_not_in_catalog	YES	34.39	27.44	49.51
PB.17401.13	Protein_PB.17401.13	SEC23A	SEC23A	novel_not_in_catalog	YES	69.61	98.05	74.15
PB.17401.14	Protein_PB.17401.14	SEC23A	SEC23A	novel_not_in_catalog	YES	12.51	15.55	19.52
PB.17401.2	Protein_PB.17401.2	SEC23A	SEC23A	novel_in_catalog	YES	28.79	26.48	36.32
PB.17401.3	Protein_PB.17401.3	SEC23A	SEC23A	full-splice_match	YES	30.06	15.8	20.01
PB.17401.6	Protein_PB.17401.6	SEC23A	SEC23A	novel_not_in_catalog	YES	10.87	26.98	28.45
PB.17401.7	Protein_PB.17401.7	SEC23A	SEC23A	novel_not_in_catalog	YES	68.28	103.44	33.63
PB.17401.8	Protein_PB.17401.8	SEC23A	SEC23A	novel_in_catalog	YES	114.31	120.42	85.11
PB.17402.1		LOC113266153	LOC113266153	full-splice_match	NO	15.32	14.75	14.08
PB.17403.5	Protein_PB.17403.5	TRAPPC6B	TRAPPC6B	full-splice_match	YES	41.24	50.97	36.61
PB.17403.6		TRAPPC6B	TRAPPC6B	novel_not_in_catalog	NO	14.59	19.87	15.41
PB.17403.7	Protein_PB.17403.7	TRAPPC6B	TRAPPC6B	novel_not_in_catalog	YES	44.97	41.85	52.56
PB.17404.1	Protein_PB.17404.1	FBXO33	FBXO33	full-splice_match	YES	59.84	79.4	61.92
PB.17407.2		LOC113266165	LOC113266165	novel_not_in_catalog	NO	10.41	11.02	14.71
PB.1741.1	Protein_PB.1741.1	KBTBD2	KBTBD2	full-splice_match	YES	159.24	172.71	171.05
PB.17415.1	Protein_PB.17415.1	KLHL28	KLHL28	full-splice_match	YES	21.5	9.44	17.3
PB.17415.2	Protein_PB.17415.2	KLHL28	KLHL28	full-splice_match	YES	126.91	160.59	180.64
PB.17416.1	Protein_PB.17416.1	FKBP3	FKBP3	full-splice_match	YES	81.45	76.9	69.8
PB.17416.2	Protein_PB.17416.2	FKBP3	FKBP3	novel_in_catalog	YES	39.12	40.94	26.28
PB.17416.3	Protein_PB.17416.3	FKBP3	FKBP3	novel_in_catalog	YES	24.57	35.82	30.68
PB.17416.4	Protein_PB.17416.4	FKBP3	FKBP3	novel_in_catalog	YES	15.32	20.06	22.27
PB.17417.1	Protein_PB.17417.1	MIS18BP1	MIS18BP1	full-splice_match	YES	15.78	17.8	22.59
PB.17424.1	Protein_PB.17424.1	MDGA2	MDGA2	full-splice_match	YES	23.78	28.52	31.03
PB.17428.1		RPS29	RPS29	full-splice_match	NO	2154.19	2793.62	3381.77
PB.17429.1	Protein_PB.17429.1	RPL36AL	RPL36AL	full-splice_match	YES	353.56	408.75	534.65
PB.17429.2	Protein_PB.17429.2	RPL36AL	RPL36AL	full-splice_match	YES	68.45	88.91	95.06
PB.1743.1	Protein_PB.1743.1	LOC113262535	LOC113262535	full-splice_match	YES	21.72	25.3	15.21
PB.17430.1	Protein_PB.17430.1	DNAAF2	DNAAF2	full-splice_match	YES	55.55	53.5	49.48
PB.17430.2	Protein_PB.17430.2	DNAAF2	DNAAF2	novel_in_catalog	YES	119.02	126.0	96.77
PB.17432.1	Protein_PB.17432.1	NEMF	NEMF	full-splice_match	YES	290.92	307.95	292.08
PB.17432.11	Protein_PB.17432.11	NEMF	NEMF	novel_in_catalog	YES	20.03	17.49	14.89
PB.17432.12	Protein_PB.17432.12	NEMF	NEMF	novel_not_in_catalog	YES	37.62	31.57	43.45
PB.17432.13	Protein_PB.17432.13	NEMF	NEMF	novel_not_in_catalog	YES	26.92	34.32	48.88
PB.17432.4	Protein_PB.17432.4	NEMF	NEMF	novel_not_in_catalog	YES	43.13	46.1	49.28
PB.17436.1	Protein_PB.17436.1	SOS2	SOS2	full-splice_match	YES	224.71	235.07	237.86
PB.17436.3	Protein_PB.17436.3	SOS2	SOS2	full-splice_match	YES	47.19	58.15	66.22
PB.17436.4	Protein_PB.17436.4	SOS2	SOS2	incomplete-splice_match	YES	98.0	148.16	99.15
PB.17437.1	Protein_PB.17437.1	L2HGDH	L2HGDH	full-splice_match	YES	163.01	166.27	76.22
PB.17437.10	Protein_PB.17437.10	L2HGDH	L2HGDH	novel_not_in_catalog	YES	85.75	118.57	80.67
PB.17437.3	Protein_PB.17437.3	L2HGDH	L2HGDH	full-splice_match	YES	19.52	26.88	34.18
PB.17437.5	Protein_PB.17437.5	L2HGDH	L2HGDH	novel_not_in_catalog	YES	57.99	128.76	49.79
PB.17437.7	Protein_PB.17437.7	L2HGDH	L2HGDH	novel_in_catalog	YES	4.37	16.79	6.87
PB.17437.8	Protein_PB.17437.8	L2HGDH	L2HGDH	novel_not_in_catalog	YES	125.08	122.93	121.74
PB.17439.1	Protein_PB.17439.1	CDKL1	CDKL1	full-splice_match	YES	73.28	105.06	72.5
PB.17439.2	Protein_PB.17439.2	CDKL1	CDKL1	full-splice_match	YES	90.03	123.06	97.19
PB.17439.3	Protein_PB.17439.3	CDKL1	CDKL1	full-splice_match	YES	15.4	16.11	18.24
PB.17440.1	Protein_PB.17440.1	MAP4K5	MAP4K5	full-splice_match	YES	28.99	37.45	16.5
PB.17440.2	Protein_PB.17440.2	MAP4K5	MAP4K5	full-splice_match	YES	102.82	113.81	121.57
PB.17440.3	Protein_PB.17440.3	MAP4K5	MAP4K5	full-splice_match	YES	17.25	12.83	40.14
PB.17441.1	Protein_PB.17441.1	SAV1	SAV1	full-splice_match	YES	15.48	33.3	35.17
PB.17441.2	Protein_PB.17441.2	SAV1	SAV1	full-splice_match	YES	71.17	118.38	88.23
PB.17442.2	Protein_PB.17442.2	NIN	NIN	full-splice_match	YES	56.35	49.74	28.71
PB.17442.5	Protein_PB.17442.5	NIN	NIN	full-splice_match	YES	41.88	77.35	53.71
PB.17442.7	Protein_PB.17442.7	NIN	NIN	incomplete-splice_match	YES	13.0	20.52	16.61
PB.17442.8	Protein_PB.17442.8	NIN	NIN	full-splice_match	YES	39.95	42.82	33.17
PB.17444.2	Protein_PB.17444.2	PYGL	PYGL	full-splice_match	YES	177.36	240.11	189.69
PB.17444.3	Protein_PB.17444.3	PYGL	PYGL	novel_not_in_catalog	YES	35.48	124.48	40.14
PB.17444.4	Protein_PB.17444.4	PYGL	PYGL	novel_in_catalog	YES	68.22	99.98	99.32
PB.17444.5	Protein_PB.17444.5	PYGL	PYGL	novel_not_in_catalog	YES	94.93	165.09	136.95
PB.17444.7	Protein_PB.17444.7	PYGL	PYGL	novel_in_catalog	YES	35.02	50.05	65.71
PB.17444.8	Protein_PB.17444.8	PYGL	PYGL	full-splice_match	YES	2647.96	2537.2	1136.44
PB.17446.1	Protein_PB.17446.1	TRIM9	TRIM9	full-splice_match	YES	12.49	18.0	14.3
PB.17449.11	Protein_PB.17449.11	HSDL2	HSDL2	novel_not_in_catalog	YES	118.7	138.1	188.81
PB.17449.12	Protein_PB.17449.12	HSDL2	HSDL2	novel_not_in_catalog	YES	103.75	118.28	159.26
PB.17449.13	Protein_PB.17449.13	HSDL2	HSDL2	full-splice_match	YES	292.64	309.77	239.32
PB.17449.14	Protein_PB.17449.14	HSDL2	HSDL2	incomplete-splice_match	YES	966.99	1297.09	1053.3
PB.17449.3	Protein_PB.17449.3	HSDL2	HSDL2	full-splice_match	YES	14.95	23.98	14.72
PB.17449.4	Protein_PB.17449.4	HSDL2	HSDL2	novel_not_in_catalog	YES	22.9	60.77	87.85
PB.17449.5	Protein_PB.17449.5	HSDL2	HSDL2	novel_not_in_catalog	YES	86.34	76.42	104.69
PB.17449.6	Protein_PB.17449.6	HSDL2	HSDL2	novel_in_catalog	YES	278.46	391.37	306.55
PB.17449.7	Protein_PB.17449.7	HSDL2	HSDL2	novel_not_in_catalog	YES	362.34	320.44	340.33
PB.17449.8	Protein_PB.17449.8	HSDL2	HSDL2	novel_in_catalog	YES	1838.08	2531.13	1970.23
PB.17449.9	Protein_PB.17449.9	HSDL2	HSDL2	novel_in_catalog	YES	206.55	227.95	379.53
PB.17451.1		novelGene_2062	novelGene_2062	intergenic	NO	42.61	34.45	45.49
PB.17452.1	Protein_PB.17452.1	SNX30	SNX30	full-splice_match	YES	17.21	18.3	21.7
PB.17452.3	Protein_PB.17452.3	SNX30	SNX30	full-splice_match	YES	300.26	296.66	350.0
PB.17455.1	Protein_PB.17455.1	SLC31A2	SLC31A2	incomplete-splice_match	YES	35.56	24.51	26.03
PB.17455.2	Protein_PB.17455.2	SLC31A2	SLC31A2	full-splice_match	YES	22.63	19.07	12.34
PB.17455.4		SLC31A2	SLC31A2	novel_in_catalog	NO	37.96	40.3	24.15
PB.17455.5	Protein_PB.17455.5	SLC31A2	SLC31A2	novel_in_catalog	YES	31.83	25.69	28.65
PB.17456.1	Protein_PB.17456.1	SLC31A1	SLC31A1	full-splice_match	YES	948.46	816.39	834.8
PB.17456.2	Protein_PB.17456.2	SLC31A1	SLC31A1	novel_not_in_catalog	YES	1741.58	1760.96	1062.23
PB.17458.2	Protein_PB.17458.2	PRPF4	PRPF4	novel_not_in_catalog	YES	55.03	61.53	54.34
PB.17458.3	Protein_PB.17458.3	PRPF4	PRPF4	novel_not_in_catalog	YES	59.15	61.66	54.76
PB.17458.4	Protein_PB.17458.4	PRPF4	PRPF4	novel_not_in_catalog	YES	2.28	10.61	24.8
PB.1746.1	Protein_PB.1746.1	NT5C3A	NT5C3A	novel_not_in_catalog	YES	24.91	17.52	25.29
PB.1746.2	Protein_PB.1746.2	NT5C3A	NT5C3A	full-splice_match	YES	38.17	39.81	24.83
PB.1746.5	Protein_PB.1746.5	NT5C3A	NT5C3A	full-splice_match	YES	2.32	21.9	4.39
PB.1746.6	Protein_PB.1746.6	NT5C3A	NT5C3A	novel_in_catalog	YES	47.93	27.45	17.19
PB.17461.10	Protein_PB.17461.10	CUNH9orf43	CUNH9orf43	novel_not_in_catalog	YES	66.19	55.86	62.48
PB.17461.14	Protein_PB.17461.14	CUNH9orf43	CUNH9orf43	full-splice_match	YES	6.44	16.02	1.42
PB.17461.4	Protein_PB.17461.4	CUNH9orf43	CUNH9orf43	novel_not_in_catalog	YES	88.5	67.58	113.81
PB.17461.5	Protein_PB.17461.5	CUNH9orf43	CUNH9orf43	novel_in_catalog	YES	24.13	48.29	56.36
PB.17461.9	Protein_PB.17461.9	CUNH9orf43	CUNH9orf43	novel_not_in_catalog	YES	56.59	42.09	53.45
PB.17462.1	Protein_PB.17462.1	RGS3	RGS3	full-splice_match	YES	33.85	32.74	25.23
PB.17462.8	Protein_PB.17462.8	RGS3	RGS3	incomplete-splice_match	YES	22.3	20.2	10.28
PB.17466.1	Protein_PB.17466.1	COL27A1	COL27A1	full-splice_match	YES	97.95	90.39	967.97
PB.17467.1	Protein_PB.17467.1	LOC113266329	LOC113266329	full-splice_match	YES	23152.16	19652.52	8248.44
PB.17467.2	Protein_PB.17467.2	LOC113266329	LOC113266329	novel_in_catalog	YES	70.61	22.87	60.96
PB.17467.7	Protein_PB.17467.7	LOC113266329	LOC113266329	novel_in_catalog	YES	6.74	14.24	24.52
PB.17467.8		LOC113266329	LOC113266329	novel_not_in_catalog	NO	50.68	34.37	34.16
PB.17467.9	Protein_PB.17467.9	LOC113266329	LOC113266329	incomplete-splice_match	YES	97.64	54.6	119.18
PB.17469.2		ATP6V1G1	ATP6V1G1	incomplete-splice_match	NO	30.86	35.38	49.14
PB.17469.3	Protein_PB.17469.3	ATP6V1G1	ATP6V1G1	full-splice_match	YES	154.1	172.61	147.92
PB.1747.1	Protein_PB.1747.1	LOC113262545	LOC113262545	full-splice_match	YES	47.14	57.38	50.3
PB.17470.2	Protein_PB.17470.2	TMEM268	TMEM268	full-splice_match	YES	20.79	20.24	21.18
PB.17470.3	Protein_PB.17470.3	TMEM268	TMEM268	full-splice_match	YES	11.18	16.12	7.24
PB.17470.4	Protein_PB.17470.4	TMEM268	TMEM268	incomplete-splice_match	YES	23.41	17.24	23.63
PB.17474.1	Protein_PB.17474.1	TRIM32	TRIM32	full-splice_match	YES	161.67	156.22	178.82
PB.17475.1	Protein_PB.17475.1	TLR4	TLR4	full-splice_match	YES	55.86	66.53	55.58
PB.17479.1	Protein_PB.17479.1	LOC113266349	LOC113266349	full-splice_match	YES	57.05	74.52	100.84
PB.17479.3	Protein_PB.17479.3	LOC113266349	LOC113266349	full-splice_match	YES	41.56	38.27	28.14
PB.17479.7		LOC113266349	LOC113266349	novel_in_catalog	NO	31.13	29.75	47.42
PB.17480.1	Protein_PB.17480.1	CNTRL	CNTRL	novel_not_in_catalog	YES	20.51	10.53	7.02
